O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
33-3012.00	1.B.1.e	Enterprising	OI	5.00	06/2008	Analyst
33-3012.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
33-3012.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3012.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-3012.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-3021.01	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
33-3021.01	1.B.1.b	Investigative	OI	5.67	06/2008	Analyst
33-3021.01	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-3021.01	1.B.1.d	Social	OI	3.33	06/2008	Analyst
33-3021.01	1.B.1.e	Enterprising	OI	5.67	06/2008	Analyst
33-3021.01	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
33-3021.01	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-3021.01	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
33-3021.01	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-3021.02	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
33-3021.02	1.B.1.b	Investigative	OI	4.00	06/2008	Analyst
33-3021.02	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-3021.02	1.B.1.d	Social	OI	2.00	06/2008	Analyst
33-3021.02	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
33-3021.02	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
33-3021.02	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
33-3021.02	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-3021.02	1.B.1.i	Third Interest High-Point	IH	2.00	06/2008	Analyst
33-3021.03	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
33-3021.03	1.B.1.b	Investigative	OI	5.33	06/2008	Analyst
33-3021.03	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-3021.03	1.B.1.d	Social	OI	2.67	06/2008	Analyst
33-3021.03	1.B.1.e	Enterprising	OI	6.67	06/2008	Analyst
33-3021.03	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
33-3021.03	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-3021.03	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
33-3021.03	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-3021.05	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
33-3021.05	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-3021.05	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3021.05	1.B.1.d	Social	OI	2.33	06/2008	Analyst
33-3021.05	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
33-3021.05	1.B.1.f	Conventional	OI	6.33	06/2008	Analyst
33-3021.05	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
33-3021.05	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-3021.05	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
33-3021.06	1.B.1.a	Realistic	OI	3.00	07/2013	Analyst
33-3021.06	1.B.1.b	Investigative	OI	6.33	07/2013	Analyst
33-3021.06	1.B.1.c	Artistic	OI	2.33	07/2013	Analyst
33-3021.06	1.B.1.d	Social	OI	2.33	07/2013	Analyst
33-3021.06	1.B.1.e	Enterprising	OI	4.67	07/2013	Analyst
33-3021.06	1.B.1.f	Conventional	OI	4.67	07/2013	Analyst
33-3021.06	1.B.1.g	First Interest High-Point	IH	2.00	07/2013	Analyst
33-3021.06	1.B.1.h	Second Interest High-Point	IH	6.00	07/2013	Analyst
33-3021.06	1.B.1.i	Third Interest High-Point	IH	5.00	07/2013	Analyst
33-3031.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
33-3031.00	1.B.1.b	Investigative	OI	5.00	06/2008	Analyst
33-3031.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
33-3031.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
33-3031.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
33-3031.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
33-3031.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3031.00	1.B.1.h	Second Interest High-Point	IH	2.00	06/2008	Analyst
33-3031.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-3041.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
33-3041.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
33-3041.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3041.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
33-3041.00	1.B.1.e	Enterprising	OI	3.33	06/2008	Analyst
33-3041.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
33-3041.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3041.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-3041.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-3051.01	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
33-3051.01	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-3051.01	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3051.01	1.B.1.d	Social	OI	4.00	06/2008	Analyst
33-3051.01	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
33-3051.01	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
33-3051.01	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3051.01	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-3051.01	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-3051.03	1.B.1.a	Realistic	OI	6.00	06/2008	Analyst
33-3051.03	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-3051.03	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-3051.03	1.B.1.d	Social	OI	5.33	06/2008	Analyst
33-3051.03	1.B.1.e	Enterprising	OI	6.67	06/2008	Analyst
33-3051.03	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
33-3051.03	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-3051.03	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
33-3051.03	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
33-3052.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
33-3052.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
33-3052.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-3052.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
33-3052.00	1.B.1.e	Enterprising	OI	4.67	06/2008	Analyst
33-3052.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
33-3052.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-3052.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-3052.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-9011.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
33-9011.00	1.B.1.b	Investigative	OI	3.33	06/2008	Analyst
33-9011.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-9011.00	1.B.1.d	Social	OI	4.00	06/2008	Analyst
33-9011.00	1.B.1.e	Enterprising	OI	2.00	06/2008	Analyst
33-9011.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
33-9011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-9011.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
33-9011.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-9021.00	1.B.1.a	Realistic	OI	3.67	06/2008	Analyst
33-9021.00	1.B.1.b	Investigative	OI	3.00	06/2008	Analyst
33-9021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-9021.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
33-9021.00	1.B.1.e	Enterprising	OI	6.67	06/2008	Analyst
33-9021.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
33-9021.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
33-9021.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-9021.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-9031.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
33-9031.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
33-9031.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-9031.00	1.B.1.d	Social	OI	1.67	06/2008	Analyst
33-9031.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
33-9031.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
33-9031.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-9031.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-9031.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
33-9032.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
33-9032.00	1.B.1.b	Investigative	OI	2.33	06/2008	Analyst
33-9032.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-9032.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
33-9032.00	1.B.1.e	Enterprising	OI	4.33	06/2008	Analyst
33-9032.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
33-9032.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-9032.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
33-9032.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
33-9091.00	1.B.1.a	Realistic	OI	4.00	06/2008	Analyst
33-9091.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
33-9091.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
33-9091.00	1.B.1.d	Social	OI	5.67	06/2008	Analyst
33-9091.00	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
33-9091.00	1.B.1.f	Conventional	OI	2.00	06/2008	Analyst
33-9091.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
33-9091.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-9091.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
33-9092.00	1.B.1.a	Realistic	OI	6.33	06/2008	Analyst
33-9092.00	1.B.1.b	Investigative	OI	2.67	06/2008	Analyst
33-9092.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-9092.00	1.B.1.d	Social	OI	6.00	06/2008	Analyst
33-9092.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
33-9092.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
33-9092.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-9092.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
33-9092.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
33-9093.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
33-9093.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
33-9093.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
33-9093.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
33-9093.00	1.B.1.e	Enterprising	OI	5.67	06/2008	Analyst
33-9093.00	1.B.1.f	Conventional	OI	4.33	06/2008	Analyst
33-9093.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
33-9093.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
33-9093.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
33-9099.02	1.B.1.a	Realistic	OI	3.33	06/2009	Analyst
33-9099.02	1.B.1.b	Investigative	OI	3.33	06/2009	Analyst
33-9099.02	1.B.1.c	Artistic	OI	1.67	06/2009	Analyst
33-9099.02	1.B.1.d	Social	OI	1.67	06/2009	Analyst
33-9099.02	1.B.1.e	Enterprising	OI	6.00	06/2009	Analyst
33-9099.02	1.B.1.f	Conventional	OI	6.00	06/2009	Analyst
33-9099.02	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
33-9099.02	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
33-9099.02	1.B.1.i	Third Interest High-Point	IH	0.00	06/2009	Analyst
35-1011.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
35-1011.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-1011.00	1.B.1.c	Artistic	OI	4.67	06/2008	Analyst
35-1011.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
35-1011.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
35-1011.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
35-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
35-1011.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
35-1011.00	1.B.1.i	Third Interest High-Point	IH	3.00	06/2008	Analyst
35-1012.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
35-1012.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-1012.00	1.B.1.c	Artistic	OI	1.67	06/2008	Analyst
35-1012.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
35-1012.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
35-1012.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
35-1012.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
35-1012.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-1012.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
35-2011.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
35-2011.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
35-2011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
35-2011.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
35-2011.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
35-2011.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
35-2011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-2011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-2011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-2012.00	1.B.1.a	Realistic	OI	6.00	06/2008	Analyst
35-2012.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-2012.00	1.B.1.c	Artistic	OI	2.67	06/2008	Analyst
35-2012.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
35-2012.00	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
35-2012.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
35-2012.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-2012.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-2012.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-2013.00	1.B.1.a	Realistic	OI	4.67	06/2008	Analyst
35-2013.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
35-2013.00	1.B.1.c	Artistic	OI	6.33	06/2008	Analyst
35-2013.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
35-2013.00	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
35-2013.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
35-2013.00	1.B.1.g	First Interest High-Point	IH	3.00	06/2008	Analyst
35-2013.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
35-2013.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
35-2014.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
35-2014.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-2014.00	1.B.1.c	Artistic	OI	3.33	06/2008	Analyst
35-2014.00	1.B.1.d	Social	OI	2.33	06/2008	Analyst
35-2014.00	1.B.1.e	Enterprising	OI	4.00	06/2008	Analyst
35-2014.00	1.B.1.f	Conventional	OI	3.33	06/2008	Analyst
35-2014.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-2014.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
35-2014.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-2015.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
35-2015.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-2015.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
35-2015.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
35-2015.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
35-2015.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
35-2015.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-2015.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-2015.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-2021.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
35-2021.00	1.B.1.b	Investigative	OI	1.67	06/2008	Analyst
35-2021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
35-2021.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
35-2021.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
35-2021.00	1.B.1.f	Conventional	OI	6.00	06/2008	Analyst
35-2021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-2021.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-2021.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-3011.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
35-3011.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-3011.00	1.B.1.c	Artistic	OI	2.00	06/2008	Analyst
35-3011.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
35-3011.00	1.B.1.e	Enterprising	OI	5.67	06/2008	Analyst
35-3011.00	1.B.1.f	Conventional	OI	5.67	06/2008	Analyst
35-3011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
35-3011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-3011.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
35-3021.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
35-3021.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-3021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
35-3021.00	1.B.1.d	Social	OI	3.33	06/2008	Analyst
35-3021.00	1.B.1.e	Enterprising	OI	4.00	06/2008	Analyst
35-3021.00	1.B.1.f	Conventional	OI	6.67	06/2008	Analyst
35-3021.00	1.B.1.g	First Interest High-Point	IH	6.00	06/2008	Analyst
35-3021.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
35-3021.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
35-3022.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
35-3022.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-3022.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
35-3022.00	1.B.1.d	Social	OI	5.33	06/2008	Analyst
35-3022.00	1.B.1.e	Enterprising	OI	3.67	06/2008	Analyst
35-3022.00	1.B.1.f	Conventional	OI	2.00	06/2008	Analyst
35-3022.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-3022.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
35-3022.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
35-3022.01	1.B.1.a	Realistic	OI	4.67	06/2009	Analyst
35-3022.01	1.B.1.b	Investigative	OI	1.00	06/2009	Analyst
35-3022.01	1.B.1.c	Artistic	OI	3.33	06/2009	Analyst
35-3022.01	1.B.1.d	Social	OI	3.67	06/2009	Analyst
35-3022.01	1.B.1.e	Enterprising	OI	4.67	06/2009	Analyst
35-3022.01	1.B.1.f	Conventional	OI	4.67	06/2009	Analyst
35-3022.01	1.B.1.g	First Interest High-Point	IH	5.00	06/2009	Analyst
35-3022.01	1.B.1.h	Second Interest High-Point	IH	6.00	06/2009	Analyst
35-3022.01	1.B.1.i	Third Interest High-Point	IH	1.00	06/2009	Analyst
35-3031.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
35-3031.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-3031.00	1.B.1.c	Artistic	OI	2.33	06/2008	Analyst
35-3031.00	1.B.1.d	Social	OI	5.67	06/2008	Analyst
35-3031.00	1.B.1.e	Enterprising	OI	5.33	06/2008	Analyst
35-3031.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
35-3031.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
35-3031.00	1.B.1.h	Second Interest High-Point	IH	5.00	06/2008	Analyst
35-3031.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
35-3041.00	1.B.1.a	Realistic	OI	4.33	06/2008	Analyst
35-3041.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-3041.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
35-3041.00	1.B.1.d	Social	OI	6.33	06/2008	Analyst
35-3041.00	1.B.1.e	Enterprising	OI	4.00	06/2008	Analyst
35-3041.00	1.B.1.f	Conventional	OI	2.67	06/2008	Analyst
35-3041.00	1.B.1.g	First Interest High-Point	IH	4.00	06/2008	Analyst
35-3041.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
35-3041.00	1.B.1.i	Third Interest High-Point	IH	5.00	06/2008	Analyst
35-9011.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
35-9011.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-9011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
35-9011.00	1.B.1.d	Social	OI	3.67	06/2008	Analyst
35-9011.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
35-9011.00	1.B.1.f	Conventional	OI	4.67	06/2008	Analyst
35-9011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-9011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-9011.00	1.B.1.i	Third Interest High-Point	IH	4.00	06/2008	Analyst
35-9021.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
35-9021.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
35-9021.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
35-9021.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
35-9021.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
35-9021.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
35-9021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
35-9021.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
35-9021.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
35-9031.00	1.B.1.a	Realistic	OI	3.00	06/2008	Analyst
35-9031.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
35-9031.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
35-9031.00	1.B.1.d	Social	OI	4.33	06/2008	Analyst
35-9031.00	1.B.1.e	Enterprising	OI	6.00	06/2008	Analyst
35-9031.00	1.B.1.f	Conventional	OI	3.00	06/2008	Analyst
35-9031.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
35-9031.00	1.B.1.h	Second Interest High-Point	IH	4.00	06/2008	Analyst
35-9031.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
37-1011.00	1.B.1.a	Realistic	OI	5.00	06/2008	Analyst
37-1011.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
37-1011.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
37-1011.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
37-1011.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
37-1011.00	1.B.1.f	Conventional	OI	5.33	06/2008	Analyst
37-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
37-1011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
37-1011.00	1.B.1.i	Third Interest High-Point	IH	1.00	06/2008	Analyst
37-1012.00	1.B.1.a	Realistic	OI	5.67	06/2008	Analyst
37-1012.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
37-1012.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
37-1012.00	1.B.1.d	Social	OI	2.67	06/2008	Analyst
37-1012.00	1.B.1.e	Enterprising	OI	7.00	06/2008	Analyst
37-1012.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
37-1012.00	1.B.1.g	First Interest High-Point	IH	5.00	06/2008	Analyst
37-1012.00	1.B.1.h	Second Interest High-Point	IH	1.00	06/2008	Analyst
37-1012.00	1.B.1.i	Third Interest High-Point	IH	6.00	06/2008	Analyst
37-2011.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
37-2011.00	1.B.1.b	Investigative	OI	1.00	06/2008	Analyst
37-2011.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
37-2011.00	1.B.1.d	Social	OI	1.33	06/2008	Analyst
37-2011.00	1.B.1.e	Enterprising	OI	2.67	06/2008	Analyst
37-2011.00	1.B.1.f	Conventional	OI	3.67	06/2008	Analyst
37-2011.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
37-2011.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
37-2011.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
37-2012.00	1.B.1.a	Realistic	OI	6.67	06/2008	Analyst
37-2012.00	1.B.1.b	Investigative	OI	1.33	06/2008	Analyst
37-2012.00	1.B.1.c	Artistic	OI	1.00	06/2008	Analyst
37-2012.00	1.B.1.d	Social	OI	3.00	06/2008	Analyst
37-2012.00	1.B.1.e	Enterprising	OI	2.33	06/2008	Analyst
37-2012.00	1.B.1.f	Conventional	OI	5.00	06/2008	Analyst
37-2012.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
37-2012.00	1.B.1.h	Second Interest High-Point	IH	6.00	06/2008	Analyst
37-2012.00	1.B.1.i	Third Interest High-Point	IH	0.00	06/2008	Analyst
37-2021.00	1.B.1.a	Realistic	OI	7.00	06/2008	Analyst
37-2021.00	1.B.1.b	Investigative	OI	2.00	06/2008	Analyst
37-2021.00	1.B.1.c	Artistic	OI	1.33	06/2008	Analyst
37-2021.00	1.B.1.d	Social	OI	2.00	06/2008	Analyst
37-2021.00	1.B.1.e	Enterprising	OI	3.00	06/2008	Analyst
37-2021.00	1.B.1.f	Conventional	OI	4.00	06/2008	Analyst
37-2021.00	1.B.1.g	First Interest High-Point	IH	1.00	06/2008	Analyst
