O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
27-2022.00	1.C.3.a	Cooperation	IM	4.35	32	0.18	3.97	4.73	N	08/2019	Incumbent
27-2022.00	1.C.3.b	Concern for Others	IM	4.32	32	0.20	3.91	4.72	N	08/2019	Incumbent
27-2022.00	1.C.3.c	Social Orientation	IM	4.01	33	0.29	3.42	4.59	N	08/2019	Incumbent
27-2022.00	1.C.4.a	Self Control	IM	4.34	33	0.18	3.99	4.70	N	08/2019	Incumbent
27-2022.00	1.C.4.b	Stress Tolerance	IM	4.18	32	0.21	3.75	4.62	N	08/2019	Incumbent
27-2022.00	1.C.4.c	Adaptability/Flexibility	IM	4.29	33	0.26	3.76	4.81	N	08/2019	Incumbent
27-2022.00	1.C.5.a	Dependability	IM	4.54	33	0.15	4.24	4.83	N	08/2019	Incumbent
27-2022.00	1.C.5.b	Attention to Detail	IM	4.18	33	0.13	3.92	4.44	N	08/2019	Incumbent
27-2022.00	1.C.5.c	Integrity	IM	4.40	33	0.24	3.92	4.89	N	08/2019	Incumbent
27-2022.00	1.C.6	Independence	IM	3.80	33	0.28	3.24	4.37	N	08/2019	Incumbent
27-2022.00	1.C.7.a	Innovation	IM	3.42	33	0.31	2.80	4.05	N	08/2019	Incumbent
27-2022.00	1.C.7.b	Analytical Thinking	IM	3.81	33	0.28	3.24	4.37	N	08/2019	Incumbent
27-2023.00	1.C.1.a	Achievement/Effort	IM	4.15	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.1.b	Persistence	IM	4.15	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.1.c	Initiative	IM	3.88	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.2.b	Leadership	IM	4.06	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.3.a	Cooperation	IM	4.36	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.3.b	Concern for Others	IM	3.58	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.3.c	Social Orientation	IM	3.76	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.4.a	Self Control	IM	4.82	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.4.b	Stress Tolerance	IM	4.73	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.4.c	Adaptability/Flexibility	IM	4.12	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.5.a	Dependability	IM	4.64	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.5.b	Attention to Detail	IM	4.52	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.5.c	Integrity	IM	4.85	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.6	Independence	IM	3.58	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.7.a	Innovation	IM	2.64	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2023.00	1.C.7.b	Analytical Thinking	IM	3.52	33	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-2031.00	1.C.1.a	Achievement/Effort	IM	4.57	17	0.27	4.00	5.00	N	08/2019	Incumbent
27-2031.00	1.C.1.b	Persistence	IM	4.56	17	0.36	3.79	5.00	N	08/2019	Incumbent
27-2031.00	1.C.1.c	Initiative	IM	4.36	17	0.37	3.57	5.00	N	08/2019	Incumbent
27-2031.00	1.C.2.b	Leadership	IM	3.20	17	0.32	2.52	3.89	N	08/2019	Incumbent
27-2031.00	1.C.3.a	Cooperation	IM	4.41	17	0.33	3.71	5.00	N	08/2019	Incumbent
27-2031.00	1.C.3.b	Concern for Others	IM	3.79	17	0.29	3.18	4.41	N	08/2019	Incumbent
27-2031.00	1.C.3.c	Social Orientation	IM	3.95	17	0.27	3.38	4.53	N	08/2019	Incumbent
27-2031.00	1.C.4.a	Self Control	IM	4.04	17	0.37	3.26	4.81	N	08/2019	Incumbent
27-2031.00	1.C.4.b	Stress Tolerance	IM	4.27	17	0.40	3.43	5.00	N	08/2019	Incumbent
27-2031.00	1.C.4.c	Adaptability/Flexibility	IM	4.31	17	0.42	3.42	5.00	N	08/2019	Incumbent
27-2031.00	1.C.5.a	Dependability	IM	4.26	17	0.35	3.51	5.00	N	08/2019	Incumbent
27-2031.00	1.C.5.b	Attention to Detail	IM	4.37	17	0.35	3.62	5.00	N	08/2019	Incumbent
27-2031.00	1.C.5.c	Integrity	IM	3.41	17	0.41	2.54	4.29	N	08/2019	Incumbent
27-2031.00	1.C.6	Independence	IM	3.84	16	0.25	3.31	4.37	N	08/2019	Incumbent
27-2031.00	1.C.7.a	Innovation	IM	3.90	17	0.42	3.01	4.80	N	08/2019	Incumbent
27-2031.00	1.C.7.b	Analytical Thinking	IM	3.34	17	0.36	2.58	4.11	N	08/2019	Incumbent
27-2032.00	1.C.1.a	Achievement/Effort	IM	4.71	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.1.b	Persistence	IM	4.86	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.1.c	Initiative	IM	4.76	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.2.b	Leadership	IM	4.62	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.3.a	Cooperation	IM	4.33	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.3.b	Concern for Others	IM	4.00	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.3.c	Social Orientation	IM	3.95	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.4.a	Self Control	IM	4.24	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.4.b	Stress Tolerance	IM	4.57	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.4.c	Adaptability/Flexibility	IM	4.67	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.5.a	Dependability	IM	4.71	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.5.b	Attention to Detail	IM	4.57	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.5.c	Integrity	IM	4.29	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.6	Independence	IM	4.38	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.7.a	Innovation	IM	4.71	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2032.00	1.C.7.b	Analytical Thinking	IM	4.00	21	n/a	n/a	n/a	n/a	08/2018	Occupational Expert
27-2041.01	1.C.1.a	Achievement/Effort	IM	4.35	27	0.22	3.90	4.81	N	07/2017	Incumbent
27-2041.01	1.C.1.b	Persistence	IM	4.23	27	0.22	3.78	4.68	N	07/2017	Incumbent
27-2041.01	1.C.1.c	Initiative	IM	4.32	27	0.18	3.94	4.69	N	07/2017	Incumbent
27-2041.01	1.C.2.b	Leadership	IM	4.63	27	0.19	4.24	5.00	N	07/2017	Incumbent
27-2041.01	1.C.3.a	Cooperation	IM	4.71	27	0.19	4.32	5.00	N	07/2017	Incumbent
27-2041.01	1.C.3.b	Concern for Others	IM	4.75	27	0.18	4.39	5.00	N	07/2017	Incumbent
27-2041.01	1.C.3.c	Social Orientation	IM	4.09	27	0.12	3.85	4.33	N	07/2017	Incumbent
27-2041.01	1.C.4.a	Self Control	IM	4.25	27	0.15	3.95	4.56	N	07/2017	Incumbent
27-2041.01	1.C.4.b	Stress Tolerance	IM	4.46	27	0.22	4.01	4.90	N	07/2017	Incumbent
27-2041.01	1.C.4.c	Adaptability/Flexibility	IM	4.30	27	0.14	4.01	4.59	N	07/2017	Incumbent
27-2041.01	1.C.5.a	Dependability	IM	4.65	27	0.19	4.26	5.00	N	07/2017	Incumbent
27-2041.01	1.C.5.b	Attention to Detail	IM	4.44	27	0.21	4.00	4.88	N	07/2017	Incumbent
27-2041.01	1.C.5.c	Integrity	IM	4.97	27	0.02	4.93	5.00	N	07/2017	Incumbent
27-2041.01	1.C.6	Independence	IM	4.31	27	0.21	3.87	4.74	N	07/2017	Incumbent
27-2041.01	1.C.7.a	Innovation	IM	4.12	27	0.19	3.72	4.52	N	07/2017	Incumbent
27-2041.01	1.C.7.b	Analytical Thinking	IM	3.82	27	0.24	3.32	4.32	N	07/2017	Incumbent
27-2041.04	1.C.1.a	Achievement/Effort	IM	4.53	25	0.21	4.11	4.96	N	06/2007	Incumbent
27-2041.04	1.C.1.b	Persistence	IM	4.50	25	0.13	4.22	4.78	N	06/2007	Incumbent
27-2041.04	1.C.1.c	Initiative	IM	4.39	25	0.13	4.13	4.66	N	06/2007	Incumbent
27-2041.04	1.C.2.b	Leadership	IM	3.78	25	0.38	2.99	4.56	N	06/2007	Incumbent
27-2041.04	1.C.3.a	Cooperation	IM	4.42	24	0.16	4.09	4.74	N	06/2007	Incumbent
27-2041.04	1.C.3.b	Concern for Others	IM	3.56	24	0.26	3.01	4.10	N	06/2007	Incumbent
27-2041.04	1.C.3.c	Social Orientation	IM	3.16	24	0.31	2.51	3.81	N	06/2007	Incumbent
27-2041.04	1.C.4.a	Self Control	IM	3.92	24	0.21	3.49	4.35	N	06/2007	Incumbent
27-2041.04	1.C.4.b	Stress Tolerance	IM	4.15	24	0.12	3.90	4.41	N	06/2007	Incumbent
27-2041.04	1.C.4.c	Adaptability/Flexibility	IM	4.08	24	0.28	3.50	4.65	N	06/2007	Incumbent
27-2041.04	1.C.5.a	Dependability	IM	4.82	24	0.09	4.63	5.00	N	06/2007	Incumbent
27-2041.04	1.C.5.b	Attention to Detail	IM	4.68	24	0.21	4.24	5.00	N	06/2007	Incumbent
27-2041.04	1.C.5.c	Integrity	IM	4.08	25	0.28	3.50	4.65	N	06/2007	Incumbent
27-2041.04	1.C.6	Independence	IM	4.25	25	0.20	3.83	4.67	N	06/2007	Incumbent
27-2041.04	1.C.7.a	Innovation	IM	4.80	25	0.09	4.63	4.98	N	06/2007	Incumbent
27-2041.04	1.C.7.b	Analytical Thinking	IM	3.97	25	0.29	3.38	4.56	N	06/2007	Incumbent
27-2042.01	1.C.1.a	Achievement/Effort	IM	4.14	20	0.24	3.65	4.64	N	08/2019	Incumbent
27-2042.01	1.C.1.b	Persistence	IM	4.30	20	0.22	3.84	4.77	N	08/2019	Incumbent
27-2042.01	1.C.1.c	Initiative	IM	3.87	20	0.40	3.03	4.70	N	08/2019	Incumbent
27-2042.01	1.C.2.b	Leadership	IM	2.81	20	0.30	2.18	3.44	N	08/2019	Incumbent
27-2042.01	1.C.3.a	Cooperation	IM	4.56	20	0.26	4.02	5.00	N	08/2019	Incumbent
27-2042.01	1.C.3.b	Concern for Others	IM	3.54	20	0.34	2.83	4.26	N	08/2019	Incumbent
27-2042.01	1.C.3.c	Social Orientation	IM	4.18	20	0.26	3.64	4.73	N	08/2019	Incumbent
27-2042.01	1.C.4.a	Self Control	IM	4.24	20	0.32	3.57	4.90	N	08/2019	Incumbent
27-2042.01	1.C.4.b	Stress Tolerance	IM	4.18	20	0.27	3.61	4.74	N	08/2019	Incumbent
27-2042.01	1.C.4.c	Adaptability/Flexibility	IM	4.10	20	0.38	3.31	4.88	N	08/2019	Incumbent
27-2042.01	1.C.5.a	Dependability	IM	4.72	20	0.18	4.36	5.00	N	08/2019	Incumbent
27-2042.01	1.C.5.b	Attention to Detail	IM	4.50	20	0.12	4.25	4.75	N	08/2019	Incumbent
27-2042.01	1.C.5.c	Integrity	IM	3.49	20	0.24	2.99	3.98	N	08/2019	Incumbent
27-2042.01	1.C.6	Independence	IM	3.43	20	0.40	2.60	4.25	N	08/2019	Incumbent
27-2042.01	1.C.7.a	Innovation	IM	2.91	20	0.27	2.33	3.48	N	08/2019	Incumbent
27-2042.01	1.C.7.b	Analytical Thinking	IM	3.19	20	0.39	2.36	4.01	N	08/2019	Incumbent
27-2042.02	1.C.1.a	Achievement/Effort	IM	4.43	35	0.15	4.12	4.74	N	07/2016	Incumbent
27-2042.02	1.C.1.b	Persistence	IM	4.38	35	0.16	4.05	4.71	N	07/2016	Incumbent
27-2042.02	1.C.1.c	Initiative	IM	4.01	35	0.26	3.49	4.52	N	07/2016	Incumbent
27-2042.02	1.C.2.b	Leadership	IM	3.82	35	0.29	3.23	4.41	N	07/2016	Incumbent
27-2042.02	1.C.3.a	Cooperation	IM	4.37	35	0.20	3.97	4.77	N	07/2016	Incumbent
27-2042.02	1.C.3.b	Concern for Others	IM	3.83	35	0.23	3.36	4.30	N	07/2016	Incumbent
27-2042.02	1.C.3.c	Social Orientation	IM	3.54	35	0.28	2.97	4.11	N	07/2016	Incumbent
27-2042.02	1.C.4.a	Self Control	IM	4.28	35	0.23	3.81	4.76	N	07/2016	Incumbent
27-2042.02	1.C.4.b	Stress Tolerance	IM	4.38	35	0.18	4.02	4.74	N	07/2016	Incumbent
27-2042.02	1.C.4.c	Adaptability/Flexibility	IM	4.24	35	0.17	3.89	4.58	N	07/2016	Incumbent
27-2042.02	1.C.5.a	Dependability	IM	4.65	35	0.12	4.40	4.89	N	07/2016	Incumbent
27-2042.02	1.C.5.b	Attention to Detail	IM	4.47	35	0.21	4.04	4.90	N	07/2016	Incumbent
27-2042.02	1.C.5.c	Integrity	IM	3.64	34	0.27	3.09	4.19	N	07/2016	Incumbent
27-2042.02	1.C.6	Independence	IM	3.97	35	0.18	3.61	4.34	N	07/2016	Incumbent
27-2042.02	1.C.7.a	Innovation	IM	3.39	35	0.27	2.85	3.94	N	07/2016	Incumbent
27-2042.02	1.C.7.b	Analytical Thinking	IM	3.50	35	0.26	2.97	4.02	N	07/2016	Incumbent
27-3011.00	1.C.1.a	Achievement/Effort	IM	4.12	29	0.17	3.77	4.47	N	07/2016	Incumbent
27-3011.00	1.C.1.b	Persistence	IM	4.17	29	0.22	3.72	4.63	N	07/2016	Incumbent
27-3011.00	1.C.1.c	Initiative	IM	4.22	29	0.29	3.63	4.81	N	07/2016	Incumbent
27-3011.00	1.C.2.b	Leadership	IM	3.78	29	0.34	3.08	4.48	N	07/2016	Incumbent
27-3011.00	1.C.3.a	Cooperation	IM	4.11	29	0.16	3.78	4.43	N	07/2016	Incumbent
27-3011.00	1.C.3.b	Concern for Others	IM	3.59	29	0.20	3.17	4.00	N	07/2016	Incumbent
27-3011.00	1.C.3.c	Social Orientation	IM	3.48	29	0.24	3.00	3.97	N	07/2016	Incumbent
27-3011.00	1.C.4.a	Self Control	IM	4.19	29	0.32	3.53	4.85	N	07/2016	Incumbent
27-3011.00	1.C.4.b	Stress Tolerance	IM	4.43	29	0.29	3.83	5.00	N	07/2016	Incumbent
27-3011.00	1.C.4.c	Adaptability/Flexibility	IM	4.41	29	0.20	4.00	4.82	N	07/2016	Incumbent
27-3011.00	1.C.5.a	Dependability	IM	4.87	29	0.06	4.74	5.00	N	07/2016	Incumbent
27-3011.00	1.C.5.b	Attention to Detail	IM	4.43	29	0.20	4.01	4.85	N	07/2016	Incumbent
27-3011.00	1.C.5.c	Integrity	IM	4.48	28	0.17	4.12	4.84	N	07/2016	Incumbent
27-3011.00	1.C.6	Independence	IM	3.98	29	0.34	3.27	4.68	N	07/2016	Incumbent
27-3011.00	1.C.7.a	Innovation	IM	3.73	29	0.26	3.20	4.27	N	07/2016	Incumbent
27-3011.00	1.C.7.b	Analytical Thinking	IM	3.76	29	0.28	3.19	4.34	N	07/2016	Incumbent
27-3012.00	1.C.1.a	Achievement/Effort	IM	3.87	17	0.29	3.25	4.49	N	07/2016	Incumbent
27-3012.00	1.C.1.b	Persistence	IM	3.66	17	0.26	3.11	4.21	N	07/2016	Incumbent
27-3012.00	1.C.1.c	Initiative	IM	3.67	17	0.30	3.04	4.29	N	07/2016	Incumbent
27-3012.00	1.C.2.b	Leadership	IM	3.20	17	0.32	2.52	3.88	N	07/2016	Incumbent
27-3012.00	1.C.3.a	Cooperation	IM	4.24	17	0.20	3.82	4.65	N	07/2016	Incumbent
27-3012.00	1.C.3.b	Concern for Others	IM	3.48	17	0.33	2.78	4.18	N	07/2016	Incumbent
27-3012.00	1.C.3.c	Social Orientation	IM	3.68	17	0.38	2.88	4.48	N	07/2016	Incumbent
27-3012.00	1.C.4.a	Self Control	IM	4.30	17	0.23	3.82	4.78	N	07/2016	Incumbent
27-3012.00	1.C.4.b	Stress Tolerance	IM	4.29	17	0.14	3.99	4.59	N	07/2016	Incumbent
27-3012.00	1.C.4.c	Adaptability/Flexibility	IM	3.94	16	0.27	3.37	4.50	N	07/2016	Incumbent
27-3012.00	1.C.5.a	Dependability	IM	4.59	14	0.26	4.02	5.00	N	07/2016	Incumbent
27-3012.00	1.C.5.b	Attention to Detail	IM	4.28	17	0.26	3.72	4.83	N	07/2016	Incumbent
27-3012.00	1.C.5.c	Integrity	IM	3.96	17	0.31	3.31	4.62	N	07/2016	Incumbent
27-3012.00	1.C.6	Independence	IM	4.10	17	0.26	3.55	4.66	N	07/2016	Incumbent
27-3012.00	1.C.7.a	Innovation	IM	3.54	17	0.31	2.89	4.19	N	07/2016	Incumbent
27-3012.00	1.C.7.b	Analytical Thinking	IM	2.58	17	0.35	1.84	3.33	N	07/2016	Incumbent
27-3021.00	1.C.1.a	Achievement/Effort	IM	4.48	21	0.11	4.26	4.70	N	07/2017	Incumbent
27-3021.00	1.C.1.b	Persistence	IM	4.10	20	0.39	3.29	4.91	N	07/2017	Incumbent
27-3021.00	1.C.1.c	Initiative	IM	4.75	21	0.12	4.51	5.00	N	07/2017	Incumbent
27-3021.00	1.C.2.b	Leadership	IM	4.47	21	0.24	3.98	4.97	N	07/2017	Incumbent
27-3021.00	1.C.3.a	Cooperation	IM	4.47	21	0.21	4.03	4.91	N	07/2017	Incumbent
27-3021.00	1.C.3.b	Concern for Others	IM	3.99	21	0.18	3.61	4.36	N	07/2017	Incumbent
27-3021.00	1.C.3.c	Social Orientation	IM	4.15	21	0.24	3.65	4.65	N	07/2017	Incumbent
27-3021.00	1.C.4.a	Self Control	IM	4.50	21	0.17	4.14	4.86	N	07/2017	Incumbent
27-3021.00	1.C.4.b	Stress Tolerance	IM	4.56	21	0.14	4.27	4.84	N	07/2017	Incumbent
27-3021.00	1.C.4.c	Adaptability/Flexibility	IM	4.37	21	0.13	4.10	4.65	N	07/2017	Incumbent
27-3021.00	1.C.5.a	Dependability	IM	4.84	21	0.08	4.68	4.99	N	07/2017	Incumbent
27-3021.00	1.C.5.b	Attention to Detail	IM	4.75	21	0.11	4.53	4.98	N	07/2017	Incumbent
27-3021.00	1.C.5.c	Integrity	IM	4.51	21	0.21	4.07	4.95	N	07/2017	Incumbent
27-3021.00	1.C.6	Independence	IM	3.63	21	0.28	3.05	4.21	N	07/2017	Incumbent
27-3021.00	1.C.7.a	Innovation	IM	3.80	21	0.30	3.17	4.43	N	07/2017	Incumbent
27-3021.00	1.C.7.b	Analytical Thinking	IM	3.61	21	0.18	3.23	4.00	N	07/2017	Incumbent
27-3022.00	1.C.1.a	Achievement/Effort	IM	4.36	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.1.b	Persistence	IM	4.36	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.1.c	Initiative	IM	4.36	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.2.b	Leadership	IM	3.14	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.3.a	Cooperation	IM	3.73	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.3.b	Concern for Others	IM	3.09	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.3.c	Social Orientation	IM	3.36	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.4.a	Self Control	IM	4.09	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.4.b	Stress Tolerance	IM	4.45	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.4.c	Adaptability/Flexibility	IM	4.14	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.5.a	Dependability	IM	4.77	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.5.b	Attention to Detail	IM	4.68	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.5.c	Integrity	IM	4.68	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.6	Independence	IM	3.68	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.7.a	Innovation	IM	3.50	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3022.00	1.C.7.b	Analytical Thinking	IM	4.18	22	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.1.a	Achievement/Effort	IM	4.08	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.1.b	Persistence	IM	4.50	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.1.c	Initiative	IM	4.38	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.2.b	Leadership	IM	4.00	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.3.a	Cooperation	IM	4.42	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.3.b	Concern for Others	IM	3.71	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.3.c	Social Orientation	IM	3.71	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.4.a	Self Control	IM	4.25	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.4.b	Stress Tolerance	IM	4.42	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.4.c	Adaptability/Flexibility	IM	4.29	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.5.a	Dependability	IM	4.50	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.5.b	Attention to Detail	IM	4.62	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.5.c	Integrity	IM	4.67	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.6	Independence	IM	3.88	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.7.a	Innovation	IM	3.79	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3031.00	1.C.7.b	Analytical Thinking	IM	3.92	24	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
27-3041.00	1.C.1.a	Achievement/Effort	IM	3.82	21	0.15	3.50	4.14	N	07/2017	Incumbent
27-3041.00	1.C.1.b	Persistence	IM	3.85	21	0.17	3.49	4.21	N	07/2017	Incumbent
27-3041.00	1.C.1.c	Initiative	IM	4.16	21	0.17	3.80	4.52	N	07/2017	Incumbent
27-3041.00	1.C.2.b	Leadership	IM	4.04	21	0.19	3.65	4.44	N	07/2017	Incumbent
27-3041.00	1.C.3.a	Cooperation	IM	4.36	21	0.19	3.96	4.76	N	07/2017	Incumbent
27-3041.00	1.C.3.b	Concern for Others	IM	3.77	21	0.19	3.37	4.18	N	07/2017	Incumbent
27-3041.00	1.C.3.c	Social Orientation	IM	3.62	21	0.28	3.04	4.20	N	07/2017	Incumbent
27-3041.00	1.C.4.a	Self Control	IM	3.91	21	0.20	3.50	4.31	N	07/2017	Incumbent
27-3041.00	1.C.4.b	Stress Tolerance	IM	4.26	21	0.20	3.84	4.68	N	07/2017	Incumbent
27-3041.00	1.C.4.c	Adaptability/Flexibility	IM	4.35	21	0.20	3.92	4.77	N	07/2017	Incumbent
27-3041.00	1.C.5.a	Dependability	IM	4.33	21	0.16	4.00	4.66	N	07/2017	Incumbent
27-3041.00	1.C.5.b	Attention to Detail	IM	4.65	21	0.15	4.34	4.97	N	07/2017	Incumbent
27-3041.00	1.C.5.c	Integrity	IM	4.49	21	0.14	4.20	4.78	N	07/2017	Incumbent
27-3041.00	1.C.6	Independence	IM	3.80	21	0.16	3.46	4.13	N	07/2017	Incumbent
27-3041.00	1.C.7.a	Innovation	IM	4.00	21	0.26	3.47	4.54	N	07/2017	Incumbent
27-3041.00	1.C.7.b	Analytical Thinking	IM	3.84	21	0.18	3.47	4.21	N	07/2017	Incumbent
27-3042.00	1.C.1.a	Achievement/Effort	IM	4.17	24	0.28	3.58	4.75	N	07/2012	Incumbent
27-3042.00	1.C.1.b	Persistence	IM	3.98	24	0.26	3.45	4.51	N	07/2012	Incumbent
27-3042.00	1.C.1.c	Initiative	IM	4.20	24	0.28	3.61	4.78	N	07/2012	Incumbent
27-3042.00	1.C.2.b	Leadership	IM	3.03	23	0.23	2.54	3.51	N	07/2012	Incumbent
27-3042.00	1.C.3.a	Cooperation	IM	4.20	24	0.30	3.57	4.83	N	07/2012	Incumbent
27-3042.00	1.C.3.b	Concern for Others	IM	3.53	24	0.38	2.74	4.33	N	07/2012	Incumbent
27-3042.00	1.C.3.c	Social Orientation	IM	2.74	24	0.24	2.25	3.22	N	07/2012	Incumbent
27-3042.00	1.C.4.a	Self Control	IM	3.89	24	0.41	3.04	4.75	N	07/2012	Incumbent
27-3042.00	1.C.4.b	Stress Tolerance	IM	3.77	24	0.23	3.29	4.25	N	07/2012	Incumbent
27-3042.00	1.C.4.c	Adaptability/Flexibility	IM	3.88	24	0.21	3.45	4.31	N	07/2012	Incumbent
27-3042.00	1.C.5.a	Dependability	IM	4.64	24	0.15	4.32	4.96	N	07/2012	Incumbent
27-3042.00	1.C.5.b	Attention to Detail	IM	4.74	24	0.16	4.40	5.00	N	07/2012	Incumbent
27-3042.00	1.C.5.c	Integrity	IM	4.25	24	0.28	3.68	4.83	N	07/2012	Incumbent
27-3042.00	1.C.6	Independence	IM	4.19	24	0.20	3.77	4.60	N	07/2012	Incumbent
27-3042.00	1.C.7.a	Innovation	IM	3.54	24	0.35	2.81	4.27	N	07/2012	Incumbent
27-3042.00	1.C.7.b	Analytical Thinking	IM	3.83	24	0.37	3.06	4.60	N	07/2012	Incumbent
27-3043.04	1.C.1.a	Achievement/Effort	IM	4.03	27	0.19	3.64	4.42	N	06/2009	Incumbent
27-3043.04	1.C.1.b	Persistence	IM	3.86	27	0.17	3.50	4.21	N	06/2009	Incumbent
27-3043.04	1.C.1.c	Initiative	IM	4.16	27	0.18	3.79	4.53	N	06/2009	Incumbent
27-3043.04	1.C.2.b	Leadership	IM	3.64	27	0.31	3.00	4.28	N	06/2009	Incumbent
27-3043.04	1.C.3.a	Cooperation	IM	4.28	27	0.18	3.90	4.66	N	06/2009	Incumbent
27-3043.04	1.C.3.b	Concern for Others	IM	3.65	27	0.28	3.08	4.23	N	06/2009	Incumbent
27-3043.04	1.C.3.c	Social Orientation	IM	3.46	27	0.35	2.74	4.18	N	06/2009	Incumbent
27-3043.04	1.C.4.a	Self Control	IM	3.86	27	0.25	3.34	4.39	N	06/2009	Incumbent
27-3043.04	1.C.4.b	Stress Tolerance	IM	3.99	27	0.17	3.64	4.34	N	06/2009	Incumbent
27-3043.04	1.C.4.c	Adaptability/Flexibility	IM	4.18	27	0.20	3.76	4.59	N	06/2009	Incumbent
